,UEN,MATCHED_NAME,COMPANY_NAME,PIC_NAME,DESIGNATION,CONTACT_NUMBER_1_FORMATTED,CONTACT_NUMBER_2_FORMATTED,CONTACT_NUMBER_3_FORMATTED,ADDRESS,EMAIL_1,EMAIL_2,EMAIL_3,COMPANY_STATUS
3236,202025709G,HANS SOLUTIONS PRIVATE LIMITED,HANS I'M GLÜCK  (TERMINALS) SG,,,65 9750 1488,,,,info@hig-burgergrill.sg,,,Live Company
3239,202108434D,GLAND PHARMA INTERNATIONAL PTE. LTD.,GLANDY WESTERN ,,,65 9380 7764,,,,andywph@gmail.com,,,Live Company
3243,202504057M,AI IMPLEMENTATION GROUP PTE. LTD.,SINGAPORE - IMPLEMENTATION CONFIRMATION QUOTE 908,,,65 9692 0596,,,,Mengyang00my@gmail.com,,,Live Company
3244,53488299D,XING LONG JAPANESE KOREAN CUISINE,XING XING KOREA RESTAURANT ,,,65 9006 7074,,,,,,,Live
3254,202414303D,SHAN CHENG (BPP) PTE. LTD.,SHAN CHENG ,,,65 6386 4564,,,,admin@shancheng.com.sg,,,Live Company
3260,199203129W,HONG SEAFOOD PTE LTD,TAI HONG SENG FOOD (COLD KNOCKS),,,65 9861 3351,,,,,,,Live Company
3262,53281606D,NAN YUAN FISHBALL NOODLE,NANYUAN NOODLE SG ,,,1 6938890788,,,,pondkwang123@gmail.com,,,Live
3270,201618135C,I-INNOVA SOLUTIONS PTE. LTD.,I-INNOVA SOLUTIONS PTE LTD (UEN/GST REG NO.201618135C),Gjames Nc Re,BUSINESS DEVELOPMENT MANAGER,65 6950 1828,65 9781 0935,,,james.ng@i-innova.com.sg,,,Live Company
3271,202144805C,DENZY GELATO (BEDOK) PTE. LTD.,DENZY GELATO @ SG,Lim ,,65 9386 4782,,,,,,,Live Company
3272,201815962C,IB HQ SINGAPORE PTE. LTD.,IB HQ SINGAPORE ,,,65 9152 4550,,,,info@ibhqsingapore.com,,,Live Company
3275,200709933M,KIM'S PLACE SEAFOOD RESTAURANT PTE. LTD.,KIM'S PLACE SEAFOOD,,,65 6348 9635,65 6742 1119,,,tanhongtect@gmail.com, enquiry@kims.com.sg,,Live Company
3277,53010409A,MR. PRATA,MR PRATA5 OUTLETS ,,,65 9759 9660,,,,kamalnmn@yahoo.com,,,Live
3282,201622361E,DRINKS & CO PTE. LTD.,DRINKS & CO KITCHEN ,,,65 8779 8295,,,,cheryl@thegong.com.sg,,,Live Company
3283,202130549H,WIN HAN HOLDING PTE. LTD.,HAN HOLDING COMPANY PTE LTD,,,65 8188 1021,,,,amy@rollieolie.com,,,Live Company
3288,201715286E,VICTORY THAI BOAT NOODLES PTE. LTD.,VICTORY THAI BOAT NOODLE CAFE (COLD CALL) ,,,65 8900 7537,,,,,,,Live Company
3290,201119548D,FOOD CANOPY PTE. LTD.,FOOD CANOPY @ SG - 10 OUTLETS - REQUEST OF .,,,65 8111 0535,,,,joey_tan@foodcanopy.com.sg,,,Live Company
3294,202522673E,BINU HAUS PTE. LTD.,BINU HALIMLLP CAFE3-4 OUTLETS,Binu Halim,,65 8812 7741,,,,binuhalim@gmail.com,,,Live Company
3295,201301799E,IZMIR GRILL PTE. LTD.,IZMIR GRILL PTE LTD,,,65 9146 4735,,,,Izgarasg@gmail.com,,,Live Company
3298,199505904W,WAN PO HOLDINGS PTE LTD,WAN PO TEA SHOP ,,,65 9232 3756,,,,,,,Live Company
3301,200509318G,SALVO PTE. LTD.,SALVO'S ITALIAN RESTAURANT AND BAR ,,,65 6777 1466,,,,sean@sossg.com,,,Live Company
3304,201904921H,MR.K PTE. LTD.,MR TAY  (LEAD),,,65 8703 6581,,,,,,,Live Company
3310,202308096K,BARRIO PTE. LTD.,BARRIO CALIENTE ,,,65 9005 3482,,,,ali.zaouane@qualiency.com,,,Live Company
3314,201617998K,WOK HEY PTE. LTD., WOKHEY ,,,65 9827 0484,65 6694 0088,,,jason.tan@wokhey.sg, liyana@wokhey.sg, jake@wokhey.sg,Live Company
3317,53509848X,COCOTTE BISTRO,COCOTTE ,,,65 6298 1188,,,,am@restaurantcocotte.com,,,Live
3320,53453652B,MR.ONIGIRI,MR ONIGIRI ,,,65 9855 9630,,,,,,,Live
3322,201326985R,QSR ASIA PTE. LTD.,QSR 2024-ABAAVO GROUP PRIVATE LIMITED ,,, 659456195506562430108,65 9732 4435,65 6243 0108,,nicole.tan@obaavo.com, henny@abaavo.com, joanne.tan@abaavo.com,Live Company
3329,202425669D,CHUCHEN GLOBAL PTE. LTD.,CHUNCHEON DAKGALBI ,,,65 6324 3009,,,,,,,Live Company
3331,201633067C,THE DEMPSEY COOKHOUSE & BAR PTE. LTD.,DEMPSEY HOUSE ,,,65 6475 3250,,,,hairmie.juhair@dempseyhouse.com,,,Live Company
3335,202403582H,EFG ISLAAMIC FOODS EXPRESS PTE. LTD., EFG EXPRESS FOOD GROUP ,,,65 9189 0201,855 78777809,,,martin.darby@expressfoodgroup.com,,,Live Company
3341,53309315E,DAPUR PENYET,DAPUR PENYAT SG ,,,65 9177 5394,65 6734 2840,,,dapurpenyet.sg@gmail.com,,,Live
3344,201317037C,OKG EXPRESS (PTE.) LTD.,OKG EXPRESS OLD KIM GUAN,,,65 9850 3683,,,,enquiries@oldkimguan.sg,,,Live Company
3353,201934244Z,CENTRE FOR EVIDENCE AND IMPLEMENTATION SINGAPORE L...,"SINGAPORE - IMPLEMENTATION CONFIRMATION - ROLLGAADI @ I12, CENTURY SQUARE QUOTE 809",,,65 8200 3689,,,,Bhavani@inodei.co,,,Live Company
3354,53500845K,D DAILY GRIND,DAILY GRIND BY SPINELLI SG ,,,65 6702 1845,,,,,,,Live
3359,200817356M,EAST ROCK PTE. LTD.,ROCKY MASTER ,,,65 9229 1606,65 6904 3608,,,meisiang.chiang@rockymaster.com.sg,,,Live Company
3360,202224308H,LA SALA PTE. LTD.,LA SALSA (SMARTWEB) ,,,65 8612 1412,,,,lasalsa@singapore.com,,,Live Company
3361,201930971C,MAKAN CHAPTER PTE. LTD.,MAKAN CHAPTER (COLD CALL) ,,,65 8522 5290,,,,,,,Live Company
3364,201737245M,5 LITTLE BEAR TAIWAN FOOD PTE. LTD.,5 LITTLE BEARS TAIWAN FOOD & BEVERAGES RESTAURANT,,,65 9004 6525,,,,,,,Live Company
3366,53422009J,J 5-SENSES,5 SENSES BISTRO ,,,65 6339 1435,,,,5sensesbistro@gmail.com,,,Live
3368,53476815J,GONG CHA ASIA,GONG CHA ,,,65 9621 2139,,,,,,,Live
3370,199503375W,CHINA CLASSIC PTE LTD,CHINA CLASSIC (COLD KNOCK) ,,,65 9636 2215,,,,,,,Live Company
3373,53367880C,HAO LAI WU BBQ,HAO LAI WU BBQ AND STEAMBOAT (CHINATOWN/ BUGIS),,,65 6221 0065,65 8339 8649,,,geziwcq@163.com, limrichstep@gmail.com,,Live
3379,200505308H,SQUARE PEG DESIGN ASIA PTE. LTD.,BOULEVARD ASIA SQUARE ,,,65 6336 6855,,,,info@blvd.sg,,,Live Company
3382,201540011W,INSPIRE HOUSE PTE. LTD.,INSPIRIT HOUSE ,,,65 6920 6388,,,,info@inspirithouse.com, excel@inspirithouse.com,,Live Company
3390,202339446R,SOONICE PTE. LTD.,SOONICE (SMARTWEB) ,,,65 9387 7368,,,,Sjleow.associates@gmail.com,,,Live Company
3391,201524128K,INANIWA PTE. LTD.,INANIWA YOSUKE SG ,,,65 6262 3279,,,,,,,Live Company
3392,200003741K,GUCCI SINGAPORE PTE LTD,GUCCIO RISTORANTE,,,65 6224 1684,,65 8799 1538,,reservations@guccioristorante.com,,,Live Company
3395,199405285E,SUSHI-TEI PTE LTD,SUSHI TEI @ JEM,,,65 6376 2221,,,,danielong@sushitei.com, jingwen@sushitei.com,leejanice@sushitei.com,Live Company
3397,200204372E,DELIGHT CUISINE PTE. LTD.,DELIGHT CUISINE (COLD CALL),,,65 9177 8931,,,,,,,Live Company
3399,202030689K,CLOS PASOH PTE. LTD.,CLOS PASOH ,,,65 8402 4615,,,,geoffrey@clos.sg,,,Live Company
3401,201615348G,YI QI PIN LAO SICHUAN RESTAURANT PTE. LTD.,LAO SI CHUAN RESTAURANT ,,,65 6226 3658,,,,,,,Live Company
3402,202543083D,PAPA AYAM SINGAPORE PTE. LTD.,PAPA AYAM @ SG -- . . TO . PTE LTD,Tarun ,,65 8497 3714,,,,,,,Live Company
3405,201317844W,SHINZO JAPANESE CUISINE PTE. LTD.,SHINKO JAPANESE (COLD CALL),,,65 9461 3818,,,,,,,Live Company
3410,202224954R,DON OYSTER BAR PTE. LTD.,DON BAR BISTRO SG ,,,65 9050 5427,,,,donbarbistro@gmail.com,,,Live Company
3417,200717363H,RELISH BURGER PTE. LTD.,RELISH BURGER BAR CONCEPT (COPY),,,65 8222 1722,,,,relishburger@gmail.com,,,Live Company
3420,202002832W,HUIZHE FAMILY OFFICE PTE. LTD.,GALLOP FAMILY RESTAURANT ,,,65 9028 6151,,,,,,,Live Company
3421,53330362A,JOOHZ PRESS,JOOHZ COLD PRESSED ,,,65 9662 9632,,,,,,,Live
3423,201537245E,THE COFFEE ACADEMICS PTE. LTD.,COFFEE ACADEMICS @ RAFFLES CITY,,,65 9116 0584,,,,dinie.effandy@the-coffeeacademics.com,,,Live Company
3424,53194486K,LUKE'S OYSTER BAR AND CHOP HOUSE,LUKE'S OYSTER BAR  CHOP HOUSE @ ROBINSONS ORCHARD ROAD,,,65 8125 5256,,,,suban@lukes.com.sg,,,Live
3426,53200025X,OLD BIBIK KITCHEN,OLD BIBIK PERANAKAN (CANVASSING - JOO CHIAT),,,65 9848 1140,,,,clarachang13@gmail.com,,,Live
3428,201634859D,MM (BL) PTE. LTD.,MM SHN BHD ,Mae Wong,,60 125281288,,,,maewong_88@hotmail.com,,,Live Company
3431,201823980K,HOTEL+ PTE. LTD.,HOTEL BANGI-PUTRAJAYA,,,81 382102222,,,,tracychong@hotelbangi-putrajaya.com,,,Live Company
3437,200106173R,TRE 21 PTE LTD,TRE ,,,65 6237 8439,,,,watson@tre.com.sg,,,Live Company
3440,53330778C,BOK,BOK KITCHEN  (COLD CALL),,,65 9062 0528,,,,,,,Live
3442,201103019G,NEW INDIAN CURRY HOUSE PTE. LTD.,NEW INDIAN CURRY HOUSE - . ISH 85242144,,,65 8524 2144,,,,,,,Live Company
3443,200201178M,GURKHA PALACE RESTAURANT PTE. LTD.,GURKHA PALACE,,,65 6292 4316,,,,,,,Live Company
3449,201736744W,CHIX HOT CHICKEN PTE. LTD.,CHICKEN HOT POT,,,65 6636 9179,,,,,,,Live Company
3452,200800196C,YEN INTERNATIONAL RESOURCES PTE. LTD.,YEN IZAKAYA (SMARTTERMINNAL) ,,,65 9613 2615,,,,yck@gmail.com,,,Live Company
3466,197000546C,MOUNT FABER LEISURE GROUP PTE. LTD.,MOUNT FABER LEISURE GROUP PTE LTD - A K,,,65 9271 8283,,,,ananthan@onefabergroup.com,,,Live Company
3471,201815174Z,HOLEY MOLEY PTE. LTD.,HONEY MOLEY GOLF CLUB (BAR/PUB) IN,Jason Siew Caroll,,65 9767 1255,,,,jcarroll@holeymoley.com.sg,,,Live Company
3472,53114345K,ORCHID LIVE SEAFOOD,ORCHID LIVE SEAFOOD (COLD CALL),,,65 9666 4483,,,,,,,LIVE
3473,53482958M,FRIENDS THAI TABLE,THAI TABLE ,,,65 6443 3533,,,,,,,Live
3474,201735794E,KUCINA ITALIAN CATERING PTE. LTD.,KUCINA ITALIAN RESTAURANT,Gero Dimaria,,65 9172 9662,,,,"gero@kucinaitalian.com
 ",,,Live Company
3481,201109460H,IPPIN PTE. LTD.,IPPIN CAFE BAR,,,65 6733 4794,,,,ippin.cafebar@gmail.com,,,Live Company
3485,201108015E,M-RAMEN PTE. LTD.,M-RAMEN PTE LTD : KAJIKEN,,,65 9125 3784,,,"10 Sinaran Drive #02-01-03, Square 2, Singapore 307506",letchumy@m-ramen.com,,,Live Company
3488,202245653N,JLM RESTAURANT PTE. LTD.,JLM RESTAURANT PTE. LTD : LA BU LA @ YISHUN,,,65 8901 1608,,,20 Mactaggart Road #01-02 Singapore 368079,jlmfinance.ad@gmail.com, jlmplsoa@gmail.com,,Live Company
3507,201013938G,CAFE FRIENZIE PTE. LTD.,FRIENZIE BAR & BISTRO ,,,65 8318 8850,,,,,,,Live Company
3508,202315753W,JK MARRIOTT INTERNATIONAL HOLDINGS PTE. LTD.,MARRIOT INTERNATIONAL ,,,65 9009 0769,,,,Budi.Aryono@marriott.com,,,Live Company
3509,201810949K,MEET MEE TRADING SINGAPORE PTE. LTD.,MEET CASUAL DINING ,,,65 6909 0568,,,,will@meetdining.com,,,Live Company
3513,201227411D,SANKAI (S) PTE. LTD.,SANKAI JAPANESE RESTAURANT ,,,65 6336 0384,,,,sankai0304@hotmail.com,,,Live Company
3514,53289006W,COBA COBA,COBACOBA ,,,65 6382 2622,,,,hello@cobacoba.sg,,,Live
3519,201919680K,FORESTA RESTAURANT PTE. LTD.,FOREST RESTAURANT (RWS),,,65 6577 7788,,,,forest@rwsentosa.com,,,Live Company
3521,201903831K,HAN'S UNION PTE. LTD.,HAN &APOS; S (F & B) PTE LTD,H3Cavincent Ang Bp,Manager,65 6556 0089,,,,bpang@hans.sg,,,Live Company
3531,200304879W,THE WINE COMPANY PTE. LTD.,THE WINE COMPANY @ SENTOSA ,,,65 6376 9029,,,,,,,Live Company
3534,201429335W,YU CUN PTE. LTD.,YUCUN KITCHEN ,,,65 6222 8128,,,,yucunrenjia@gmail.com,,,Live Company
3535,202418796N,SHINRAI DC PTE. LTD.,SHINRAI (SMARTWEB) ,,,65 8868 8831,,,,stephen@gamil.com,,,Live Company
3536,201411299N,THE WHITE OMBRE PTE. LTD.,THE WHITE OMBRÉ SG ,,,65 6254 6434,,,,info@thewhiteombre.com,,,Live Company
3541,202228060Z,YOUNGS GAME PTE. LTD.,YOUNGS BAR & RESTAURANT (EPOINT) ,,,65 8238 9246,,,,jason_kong@teeinvestments.com,,,Live Company
3543,201526138R,TOCHA BISTRO PTE. LTD.,TOCHA BISTRO  (COLD KNOCK),,, 9639543,,,,,,,Live Company
3547,201808418C,KING AND THE PAWN PTE. LTD.,KING AND PAWN (COLD CALL) ,,,61 383945136,,,,contact@hwatu.com.au,,,Live Company
3550,201326985R,QSR ASIA PTE. LTD.,QSR 2024-HANBAOBAO PTE LTD (LICENSEE OF MCDONALD'S) ,,,65 6462 0800,,,,yenni.soh@sg.mcd.com,,,Live Company
3554,202336599W,MEATY WESTERN PTE. LTD.,MEATY WESTERN (SMARTTERMINAL) ,,,65 9061 4956,,,,,,,Live Company
3558,201425435G,KAZO PTE. LTD.,KAZO TAIWANESE BAKERY ,,,65 8887 8782,,,,hello@kazo.sg,,,Live Company
3562,53081206A,ALICE,ALICE YAP ,,,65 9791 6703,,,,alice@junhanggroup.com.sg,,,Live
3567,202136237H,SG BURGER PTE. LTD.,B3 - BURGER BEER BISTRO ,,,65 9298 6129,,,,C.edwin@b3smu.com,,,Live Company
3568,53075839C,KACY HOME SERVICES,KACYO ,,,65 6327 8414,,,,sg-reservations@kacyo.com,,,Live
3574,201803657H,BLUE OCEAN SYSTEM TECHNOLOGIES PTE. LTD.,BLUE OCEN SYSTEM TECHNOLOGIES PTE LTD ,,,65 8382 8653,,,,yjham@blueoceansys.com.sg,,,Live Company
3576,201301924K,COFFEE EAST OCEAN (CEO) CAFE PTE. LTD.,CREO CAFE PTE LTD,,,65 9022 1840,,,,creo.cafe@yahoo.com,,,Live Company
3581,197800823R,YOKOWO (SINGAPORE) PTE LTD,YOKOWA JAPANESE RESTAURANT ,,,65 8341 3304,,,,Suhyunbae@atozholdings.sg,,,Live Company
3583,201305315G,HAI DI LAO HOLDINGS PTE. LTD.,HAI DI LAO,,,65 6733 4985,,,,xjphdl@haidilao.com,,,Live Company
3594,202003217R,TULASI AURUM PTE. LTD.,TULASI VEGETARIAN RESTAURANT ,,,65 9864 3232,65 6299 3809,,,,,,Live Company
3595,53381462J,BAR CICHETI,CICHETI  4X OUTLETS ,,,65 9785 9641,,,,ronald@cicheti.com,,,Live
3599,202324980N,SHI SHANG WEI PTE. LTD.,SHI SHANG CHUAN WEI HOT POT ,,,65 9687 0482,,,,,,,Live Company
3600,202033387N,WINE & KITCHEN PTE. LTD.,"WINE & KITCHEN @ SG -- SG TO SG
",Jonathan Ng,,65 8613 4949,,,,"
jonathan.ng@winekitchensg.com
 ",,,Live Company
3604,202107740Z,THE BLACK HOLE PRIVATE LIMITED,THE BLACK HOLE 9X OUTLETS (REVEL) ,,,65 9060 1284,,,,calvin@theblackhole.sg,,,Live Company
3605,53259614E,KOREAN FUSION BBQ,KOREAN FUSHION BBQ SG ,,,65 9232 2367,,,,cv.kfbbq@gmail.com,,,Live
3612,202210870Z,RED HOT BAR & GRILL PTE. LTD.,HOT GRILL (COLD CALL),,,65 9716 3378,,,,,,,Live Company
3615,202319672D,PAIK'S NOODLE (S) PTE. LTD.,PAIK'S BIBIM BIBIMBAP,,,65 6694 4696,,,,jamesols@yahoo.com.sg,,,Live Company
3617,201202750H,BBQ STATION PTE. LTD.,BBQ GENERATION ,,,65 6547 1567,,,,,,,Live Company
3620,52801542K,JUST THE PLACE,JUST THE PLACE EUROPEAN BISTRO ,,,65 6702 7370,,,,,,,Live
3627,202328849M,EPIC EATS SG PTE. LTD.,SG EATS @ SG-, ,,65 9696 5137,,,,,,,Live Company
3631,200007239W,TAMAKO MEAL PTE LTD,TAMAKO DINING ,,,65 6553 4128,,,,sanpachiro@gmail.com,,,Live Company
3636,201708511R,UMI-NAMI PTE. LTD.,UMI SUSHI / NEO GROUP ,Timothy Leong,Assistant IT Manager,65 6833 7966,,,,timothy.leong@neogroup.com.sg,,,Live Company
3639,202135570K,NIKU IKU PTE. LTD.,NIKU KAPPO ,,,65 6509 9366,,,,enquiries@watami.com.sg,,,Live Company
3646,201216329N,MENYA KOJI (S) PTE. LTD.,MENYA MUSASHI @ WESTGATE,,,65 6465 9381,,,,feedback@jfh.com.sg,,,Live Company
3647,201701017N,OOPEN PTE. LTD.,OOPEN PASTA & GRILL SINGAPORE,,,65 6808 9815,,,,emm.goh@thefoodexplorer.com.sg,,,Live Company
3651,199002369N,AIRPAK EXPRESS PTE LTD,HONZEN EXPRESS,,,65 9622 2983,,,,honzen@ymail.com,,,Live Company
3653,202000495R,SYUN TRADING PTE. LTD.,SYUN,,,65 6577 8888,,,,irene.altan@rwsentosa.com,,,Live Company
3655,53357642C,VENUE BY SEBASTIAN,VENUE BY SABASTIAN ,,,65 6904 9688,,,,info@venuebysebastian.com,,,Live
3657,202422635M,LOONG JIANG EAST SNOW RESOURCES PTE. LTD.,LONG JIANG CHINOS RESTAURANT & BAR ,,,65 8571 8592,,,,sales@longjiang.sg,,,Live Company
3664,202448381D,SHIOK PARADISE GROUP PTE. LTD.,PARADISE GROUP @ JEWEL,,,65 9060 8744,65 9060 8744,,,kuanloung@paradisegroup.com.sg, it@paradisegroup.com.sg,,Live Company
3667,201612999Z,UPIN DINING PRIVATE LIMITED,UPIN HOT POT ,,,65 6221 5550,,,,enquiry@upindining.com,,,Live Company
3669,201926639N,THE GOODBURGER PTE. LTD.,THE GOODBURGER ,,,65 9855 0412,65 8484 9984,,,ken@thegoodburger.sg, hi@thegoodburger.sg,,Live Company
3674,202422114D,FIRST FRONTIER FOOD PTE. LTD.,FRONTIER RESTAURANT @ SG,"
Charissa Lamba ",,65 6258 3366,,,,"
charissa.leung667@gmail.com",,,Live Company
3678,34252500W,LI BAI RESTAURANT,LI BAI CANTONESE RESTAURANT ,,,65 6839 5623,,,,libai@sheratonsingapore.com,,,Live
3679,201720978M,GARANG GRILL PTE. LTD.,GARANG GRILL BY NEW UBIN SEAFOOD ,,,65 9245 0184,,,,garanggrill@slake.sg,,,Live Company
3680,201025319R,TOBY'S ESTATE COFFEE (ASIA) PTE. LTD.,TOBY’S ESTATE,,,65 9022 2880,,,,,,,Live Company
3683,200104582D,TIE SG LIMITED,TIE BAN SHAO ,,,65 9122 3002,,,,rikki-js@hotmail.com,,,Live Company
3688,202419776E,RALOVS PTE. LTD.,RALOVS CAFE ACADEMY ,,,65 8388 2856,,,,ralovs.cafe.academy@gmail.com,,,Live Company
3689,201735737C,WEROC GROUP PTE. LTD.,WEROC VENTURES PTE LTD,,,65 6284 8860,,,,,,,Live Company
3696,202120125D,FAT BOSS FOODSTUFF PRIVATE LIMITED,FAT BOSS FOODSTUFF PRIVATE LIMITED,,,65 8111 4855,,,,fatboss_icecream@hotmail.com,,,Live Company
3698,200000508W,THE OCTO CONSULTING PTE LTD,THE REFECTORY,,,65 9628 5180,,,,claudio@mojitocollective.group,,,Live Company
3699,202416153K,BAR.TER HDGS PTE. LTD.,HOGS BAR & RESTAURANT,,,65 6342 0382,,,,rajj@hogsbar.com,,,Live Company
3707,53048527C,BETHEL CONFECTIONERY,BETHEL CONFECTIONERY,,,65 9012 2972,,,,elaine_dolce@hotmail.com,,,Live
3708,200913773C,DOUGH CULTURE PTE. LTD.,DOUGH CULTURE ,,,65 6757 7219,,,,inquiry@doughculture.com.sg,,,Live Company
3709,201111821N,HAKATA GENYO-SHA PTE. LTD.,HAKATA IKKOUSHA,,,65 6538 1880,,,,Izumistyle1229@gmail.com, izumi@ikkousha.com,,Live Company
3710,201303388R,BEAR BITES PTE. LTD.,BEARBITES CAFE,,,65 9025 5121,,,,,,,Live Company
3711,202009430M,IMARATU CAPITAL PTE. LTD.,IMAKATSU SG,,,65 6694 6148,,,,tajitsu@ophd.com.sg,,,Live Company
3713,202210874D,KEBUKE PTE. LTD.,KABUKE ,,,65 8822 5525,,,,connect@kabuke.sg, connect@kabuke.sg,,Live Company
3716,202410429D,ALADDIN'S CASTLE PTE. LTD.,ALADDIN'S CASTLE (PEACE CENTRE),,,65 9652 1742,,,,abdul@khemfert.com,,,Live Company
3717,201842987G,SHAKE SHAKE PTE. LTD.,SHAKE SHAKE LOK LOK (LEAD),,,65 8111 7477,,,,,,,Live Company
3718,201612132K,TALKING FOOD PTE. LTD.,TALKING FOOD @ SG -- MARKET RESEARCH 2022,Eileen T,,65 9173 9696,,,,talking_food@yahoo.com,,,Live Company
3720,201423039Z,SICHUAN CHEF PTE. LTD.,SICHUAN CHEF NORTHPOINT ,,,65 8575 2555,,,,aiyongsheng123@gmail.com,,,Live Company
3721,53274913L,THE OUTPOST HOTEL SENTOSA,THE OUTPOST HOTEL ,,,65 8776 2114,,,,,,,Live
3722,201015918N,OSTERIA ITALIA PTE. LTD.,OSTERIA L'OPERETTA PIZZERIA,,,65 6438 4792,,,,info@operetta.sg,,,Live Company
3723,53476815J,GONG CHA ASIA,GONG CHA,Mike Lum,Asst. Supply chain manager ,65 9689 2360,,,,Mikelim@gong-cha-sg.com,,,Live
3724,53278177E,THE PUBLIC IZAKAYA,THE PUBLIC IZAKAYA BY HACHI,,,65 6333 9622,,,,melissa@fkdunamis.com,,,Live
3728,201617501C,CAJUN ON WHEELS PS PTE. LTD.,CAJUN ON WHEELS PLAZA SINGAPURA ,,,65 9179 7674,,,,kristantb@gmail.com,,,Live Company
3731,201704859M,8 PLUS SEAFOOD PTE. LTD.,8PLUS SEAFOOD SG ,,, 73823939,,,,,,,Live Company
3733,201918462C,CSM GOURMET PTE. LTD.,CSM GOURMET PTE LTD,,,65 9834 6543,,,,stanley@muyoo.com.sg,,,Live Company
3736,201305138R,DINING INNOVATION ASIA-PACIFIC PTE. LTD.,DINNING INNOVATION ASIA-PACIFIC PTE LTD ,,,65 9677 1674,,,,angelatan@dinsg.com,,,Live Company
3747,52926074C,EN JAPANESE DINING BAR,EN DINING (PAY ONLY - RAPTOR) ,,,65 6423 0110,,,,,,,Live
3750,201918217D,ARV TRADERS PTE. LTD.,ARV COFFEE ROASTERS,Adrianto L.,Owner,62 811957300,,,,adrianto@arvcoffee.com,,,Live Company
3755,53463147M,NOTI ELEPHANT,NOTI ,,,65 6222 0089,,,,toni@noti.asia,,,Live
3756,53020330L,YUMEYA,YUMEYA JAPANESE RESTAURANT ,,,65 6887 0282,,,,info@yumeya.com.sg,,,Live
3761,201941978M,TIARA WATERFRONT PTE. LTD.,TIARA WATERFRONT1 OUTLET @ SG, ,,65 9106 7779,,,,NA ,,,Live Company
3762,201309355D,JNM DINING CONCEPTS PTE. LTD.,JNM DINING CONCEPT (WING ZONE),,,65 9067 9504,65 6679 5631,,,johnny.mayani@wingzone.com.sg, contact@jnmcorporation.com, mmayani@jnmcorporation.com,Live Company
3763,200008383G,SUPER CITY PTE LTD,SUPER LOCO ,,,65 6532 2090,,,,hola.ch@super-loco.com,,,Live Company
3765,53414570A,KEZ CLEANING SERVICES,KEZ’S BAKERY & RESTAURANTS ,Vivi,Owner, 85100000253,,,,Vivifebriany@yahoo.com,,,Live
3766,200717330W,ECO-HARMONY GLOBAL NETWORK LTD.,ECO-HARMONY CAFE SG ,,,65 6749 8509,,,,erns@eco-harmony.net,,,Live Company
3772,52974821E,SI CHUAN DOU HUA RESTAURANT TOP OF UOB PLAZA,SI CHUAN DOU HUA RESTAURANT ,Chan ,,65 6505 5722,,,,NA ,,,Live
3774,201937504C,RAW KITCHEN BAR PTE. LTD.,RAWR KITCHEN ,,,65 9026 0249,,,,,,,Live Company
3776,201420558W,ROYZ ET VOUS PTE. LTD.,ROYZ ET VOUS SPECIALITY COFFEE,,,65 6293 0270,,,,rizuan@royzetvous.com.sg,,,Live Company
3784,201621937D,BREWERKZ GROUP PTE. LTD.,BREWERKS / EASY & LIGHT GROUP PTE LTD,Tan Wee Han,CEO,65 9665 1336,,,,weehan@easylight.com.sg,,,Live Company
3786,53218718X,HOCK KEE BIRD NEST DRINKS,HOCK KEE BIRDS NEST DRINK SG ,,,65 9757 3256,,,,hockkee50s@gmail.com,,,Live
3787,201016177Z,DA LUCA PTE. LTD.,DA LUCA ITALIAN RESTAURANT ,,,65 6258 4846,,,,,,,Live Company
3788,53498375L,SAFE WITH SHILA,SUN WITH MOON JAPANESE DINING & CAFE,,,65 6733 6636,65 6336 2901,,,info@sfbi.com.sg,,,Live
3789,52907409E,CLUB HERITAGE ONE,HERITAGEONE SG ,,,65 6554 4174,,,,Contactus@heritageone.com.sg,,,Live
3790,201411562D,COSMIC DINER SINGAPORE PTE. LTD.,COSMIC DINER - YOASOBI,,,65 9071 1339,,,,boon@cosmicdiner.sg,,,Live Company
3794,201135741G,IKI CONCEPTS PTE. LTD.,IKI CONCEPTS (COLD KNOCK) ,,,65 9111 8238,,,,junguang.guo@ikiconcepts.com,,,Live Company
3795,198800761R,COMIDA MEXICANA PTE LTD,COMIDA MAXICANA SG ,,,65 6440 8030,,,,comidamexsg@gmail.com,,,Live Company
3802,201526120R,ORCHID-TENYA PTE. LTD.,"TENYA SINGAPORE PTE LTD
",Chris Sim,,65 9066 1443,,,,"chrissim@tenya.com.sg
",,,Live Company
3813,53250517D,MEN MEN DON DON,MEN MEN DON DON (SUPER DINING) ,,,65 6794 5472,,,,,,,Live
3821,202100301G,PROJECT BURGS PTE. LTD.,BURGS BY PROJECT WARUNG ,,,65 9023 0584,,,,enquire@projectwarung.com,,,Live Company
3825,200917556E,CACIO E PEPE PRIVATE LIMITED,CACIO E PEPE ITALIAN RESTAURANT,,,65 6760 3534,,,,askme@cacioepepe.com.sg,,,Live Company
3826,201715679D,GOMGOM (PRIVATE LTD.),GOMGOM (PRIVATE LTD),,,65 9451 4349,,,,gomgom.sg@gmail.com,,,Live Company
3831,201900578E,AH LIM MEE POK (JALAN TUA KONG) PTE. LTD.,. PTE. LTD.,Meenakshii Singh,,65 9644 4298,,,,meenakshii@..com,,,Live Company
